-1.026897311154954862e+00, -2.800828654953553543e-02, -1.772104601635015285e-03
-1.006618868939981981e+00, -5.795480808649049187e-03, 6.109978392801974391e-03
-9.993482555447502635e-01, -1.693499734982123126e-03, 2.089884896430606147e-03
-9.989007429513054870e-01, 7.081821822519433068e-03, 4.659416759129975452e-03
-1.008922579982943102e+00, 1.282895693705842464e-02, 3.578692652761703268e-03
-1.007629631262590530e+00, 6.145491086549981913e-03, 1.095618358106661624e-02
-1.008707984018031079e+00, 4.288203204840098856e-03, 1.092799535804468182e-02
-1.008601321095548231e+00, 5.235088772080078411e-03, 7.130975510125510744e-03
-1.008317867191927730e+00, 7.534265924398981032e-04, 8.468471573142581990e-03
-1.005363473794577356e+00, 4.376299870984291795e-03, 8.570337699281819002e-03
-1.003160768598857500e+00, 2.590815202762709619e-03, 1.272643267222436404e-02
-1.004939975850780876e+00, 2.471824203663876198e-03, 1.274744462629314422e-02
-1.005232321525831418e+00, 4.523778669440405020e-03, 1.301983797894785966e-02
-1.004312939100265867e+00, 6.072250953099222331e-03, 1.013631613578881187e-02
-1.003488738648679934e+00, 5.154400504358603446e-03, 7.981685539029732823e-03
-1.000746779386534557e+00, 3.724835554558841681e-03, 8.646721396573847987e-03
-1.000734012213961632e+00, 6.323766775270653860e-03, 6.012221461296251082e-03
-1.002668207320599691e+00, 3.398520635149680173e-03, 3.804079064319879425e-03
-1.003098080075784049e+00, 3.193057347378133216e-03, 4.788691430287603593e-03
-1.002964330092856127e+00, 3.007760898978846607e-03, 5.298868535680962243e-03
-1.002421907725396633e+00, 7.967103159558387021e-04, 4.214162201859697823e-03
-1.003345684891412848e+00, 2.138201184552815902e-03, 5.591693592440208013e-03
-1.002430303561810288e+00, 3.334975385382243050e-03, 6.130476637315499140e-03
-1.002517641241152946e+00, 3.540158283693148680e-03, 6.234187378339369791e-03
-1.001816846455177323e+00, 3.517567644551878540e-03, 6.307828040614203539e-03
-1.001194313157233173e+00, 3.045598649177088876e-03, 8.109593721835096913e-03
-1.000403788895314561e+00, 3.501631332707281705e-03, 8.121475158858951562e-03
-1.000553913682709073e+00, 3.038706243017656305e-03, 6.790661303975646657e-03
-1.000721746066669526e+00, 2.879190454878049945e-03, 6.021050414839228954e-03
-9.994130202494155846e-01, 3.430856829968894749e-03, 5.453151496937547367e-03
-9.992158791060629097e-01, 2.930973723996019298e-03, 5.502511614376310971e-03
-9.985992448796388032e-01, 3.564329584752647540e-03, 5.159021642800149660e-03
-9.985376699017748381e-01, 4.769913606124958141e-03, 6.525934096326743185e-03
-9.997193506513658567e-01, 4.244260609507451154e-03, 5.613057541457179729e-03
-1.001133887386254306e+00, 3.617201024944132273e-03, 5.282392140034919761e-03
-1.001599892157953864e+00, 3.614263287369461498e-03, 5.537298094867374766e-03
-1.000930428857276455e+00, 3.225581109268769314e-03, 5.852247044720652186e-03
-1.000499675011518708e+00, 4.126618256706069028e-03, 5.895504913252637771e-03
-1.000080734623951528e+00, 3.897107367939382869e-03, 7.419066103425383044e-03
-1.000053481654520349e+00, 3.459556710882528974e-03, 6.956270126995608982e-03
-1.000202946652601232e+00, 2.494685576891401361e-03, 5.622933227118766600e-03
-1.000325013195198176e+00, 2.386798276858339077e-03, 4.553958511537618131e-03
-1.000474048833750240e+00, 2.791302157532367639e-03, 2.989834288405181922e-03
-1.000226607699022940e+00, 2.588169877283328420e-03, 3.354376194328980050e-03
-1.000155561555525097e+00, 2.842734011534103940e-03, 3.791776170953609082e-03
-1.000238198881407525e+00, 3.659800926599556144e-03, 3.470079404026701030e-03
-1.001066589483553315e+00, 3.545295969061475986e-03, 4.594431584257554178e-03
-1.000674371801338891e+00, 3.813233256614982376e-03, 4.895913411376890886e-03
-1.001210332914333145e+00, 4.011960912317789202e-03, 5.065850230900336391e-03
-1.001427152801236842e+00, 3.504167196159951002e-03, 5.262229740702865574e-03
-1.001091607399583916e+00, 3.925682523401495538e-03, 5.495156493298147295e-03
-1.001083819134455322e+00, 3.942907195936515112e-03, 5.203222646909488186e-03
-1.000558487914503081e+00, 4.228957340064242593e-03, 4.934466445198696684e-03
-9.997864242038573268e-01, 3.911085066774484288e-03, 4.313999739057395796e-03
-1.000117420394881496e+00, 4.847108538269739690e-03, 3.564559524654575991e-03
-1.000373916802094199e+00, 4.981340455019280834e-03, 3.181324009200273053e-03
-9.999645495006023177e-01, 6.008397125849649668e-03, 3.090446776466298541e-03
-1.000187337304094815e+00, 6.491084712693793134e-03, 3.398140773245173201e-03
-9.999541092716407453e-01, 6.781304984771439892e-03, 3.393183928556290155e-03
-1.000023519088720336e+00, 6.946063566748715383e-03, 3.346154810371934542e-03
-9.992895530520150560e-01, 7.592889894850515103e-03, 3.061456282740777565e-03
-9.992116472692337270e-01, 8.357772551774823172e-03, 2.976724348477779655e-03
-9.986302475829135217e-01, 8.282347148668418521e-03, 2.693871611256195425e-03
-9.983912525407054872e-01, 8.885999591535173603e-03, 3.439962224843387366e-03
-9.973517543308801914e-01, 8.762646384246081804e-03, 3.484161642219663242e-03
-9.973396874394553357e-01, 8.411600580112362641e-03, 3.190485633863186180e-03
-9.971865915339256370e-01, 7.857844322620948299e-03, 2.757221242865549524e-03
-9.973569478571615576e-01, 7.554811864318417003e-03, 2.178477714519085669e-03
-9.979079867372421253e-01, 7.193630962832152018e-03, 2.380365043900290259e-03
-9.985011549348772331e-01, 7.332415589060533104e-03, 1.994957796500218972e-03
-9.985523693535037770e-01, 6.959519894699616425e-03, 1.470559422558206496e-03
-9.989488330521151260e-01, 7.208940308107079399e-03, 1.285436682808453919e-03
-9.989395788548464106e-01, 7.912355117140118174e-03, 1.191250766025212914e-03
-9.983182024784728048e-01, 8.238959839093326631e-03, 1.430617081410612756e-03
-9.982275106433586842e-01, 9.001918560746611717e-03, 1.252964625339091347e-03
-9.980013893917110135e-01, 8.905981157027597836e-03, 1.077309844184901706e-03
-9.982137042869900778e-01, 8.636878622713162895e-03, 6.675301751823555473e-04
-9.985644355394003302e-01, 8.677903914888348072e-03, 6.754127243697666608e-04
-9.973603299247724152e-01, 9.081224678444138262e-03, 1.374514751226034795e-03
-9.971155449211285271e-01, 9.013551356668770762e-03, 1.058210522956612009e-03
-9.972447038510836581e-01, 8.694169472103288610e-03, 1.162899757248616033e-03
-9.972392851123831337e-01, 8.773939403438780343e-03, 7.445705589598577371e-04
-9.976901837448631793e-01, 9.433522853293369731e-03, 1.033175283120960596e-03
-9.977899513872912074e-01, 9.739866075391855754e-03, -9.002283397194069982e-05
-9.977308840585061844e-01, 9.914350730696895944e-03, 4.047436930613377551e-06
-9.978238617932003729e-01, 1.008100125330387876e-02, 3.178927975920363739e-04
-9.972144761511574362e-01, 9.977988887368947554e-03, 1.570315385969053509e-04
-9.970688492235174616e-01, 1.038708625607233545e-02, -5.526458372331506923e-04
-9.975402393468068007e-01, 1.034121484556666144e-02, -3.889926313225338609e-04
-9.973429144013717940e-01, 1.024526407175175777e-02, -9.813447970443260355e-04
-9.963456300785006325e-01, 1.039988237928764735e-02, -7.640683796297763081e-04
-9.963088375715486444e-01, 1.051996567754170248e-02, -2.028133946523192179e-04
-9.957068570366010007e-01, 1.093784537685883046e-02, -3.600302404482252482e-04
-9.954420268318137088e-01, 1.155418613259448501e-02, -4.764334638144792928e-04
-9.958167384818864543e-01, 1.111402733945746242e-02, -9.176177759288038681e-04
-9.957095930373863757e-01, 1.104446518054846837e-02, -1.058815604557457974e-03
-9.966398197411183713e-01, 1.115889789370446902e-02, -6.644553855810492876e-04
-9.970998026250863511e-01, 1.110862299826650273e-02, -6.835581774629965720e-04
-9.971908452502334930e-01, 1.114612179904094814e-02, -1.550263529505563819e-03
-9.970320442610884903e-01, 1.063178320854699620e-02, -1.190667667982292597e-03
-9.967496429478726050e-01, 1.016928774427207360e-02, -1.152822273242679095e-03
-9.969062260718838386e-01, 1.040550505145046434e-02, -1.379409700470647041e-03
-9.962526336553955142e-01, 1.010558934334245158e-02, -2.099573566610913981e-03
-9.965929316990345121e-01, 1.070074550825824561e-02, -1.947760720425902731e-03
-9.961944948229799479e-01, 1.110051523333215398e-02, -1.575840715550247536e-03
-9.964079982346287778e-01, 1.159202575734995418e-02, -1.957313597054885588e-03
-9.964690456997861157e-01, 1.115270887730649731e-02, -2.392821511513950391e-03
-9.963908279962692127e-01, 1.252203945322241836e-02, -2.111733222625864544e-03
-9.964939807390776894e-01, 1.324279121564627543e-02, -2.091624025036816197e-03
-9.963276713616994185e-01, 1.316039445004733160e-02, -1.797144214870901539e-03
-9.958745214596710360e-01, 1.209743893355136150e-02, -1.454322582788147682e-03
-9.964945053090931149e-01, 1.253599761188385099e-02, -1.583799964809145221e-03
-9.956568780048071776e-01, 1.306250921636278525e-02, -1.795034205858963162e-03
-9.960287973899096814e-01, 1.344431056365840566e-02, -2.516488570300222730e-03
-9.962577915213245427e-01, 1.377477956061558956e-02, -2.049773327566050199e-03
-9.967101585304503075e-01, 1.412459711954246189e-02, -1.614810401979325204e-03
-9.969781535717289200e-01, 1.371889496881300609e-02, -1.834674953100727144e-03
-9.970125032284595790e-01, 1.454793441956651542e-02, -1.519138481067115569e-03
-9.960109757297831434e-01, 1.393623655490308817e-02, -2.581720981606349177e-03
-9.968179935173728801e-01, 1.416297565319883656e-02, -3.217094874078920991e-03
-9.968276879252675471e-01, 1.529266307171293568e-02, -2.505634565689438507e-03
-9.973024872310428668e-01, 1.515839412380978225e-02, -2.690704999685506610e-03
-9.972387920682929119e-01, 1.582714588375917081e-02, -2.591377667120082877e-03
-9.972252587920800160e-01, 1.657775544474062238e-02, -3.139011368956974926e-03
-9.981267339608332900e-01, 1.768006280530233856e-02, -3.105722266140298164e-03
-9.991671087279537788e-01, 1.833995068949381690e-02, -2.901072335133700938e-03
-9.990990664244780994e-01, 1.879458318446193196e-02, -2.399701343106839559e-03
-9.993102068676592564e-01, 1.884057293267542982e-02, -3.610213482515552824e-03
-9.992262841714611987e-01, 1.936377754052216391e-02, -2.946049444912316687e-03
-9.982665912993321511e-01, 1.973258086442614134e-02, -2.767192813014464695e-03
-9.983343420714996252e-01, 2.031792322343332208e-02, -1.907853990591285367e-03
-9.984337111555121602e-01, 1.964408142725317455e-02, -1.813055404350704227e-03
-9.979872318392762898e-01, 2.057528144315853152e-02, -1.935613428945122134e-03
-9.989172426150306761e-01, 2.097906900603378061e-02, -2.483234762563251222e-03
-9.990634163363241171e-01, 2.072247347299337183e-02, -2.182501500865844345e-03
-9.987531056131997431e-01, 2.008789319832465087e-02, -3.632096125727673954e-03
-9.981722087464142135e-01, 2.041912409203340550e-02, -3.517359418944619731e-03
-9.987474451083868665e-01, 2.026092632947983779e-02, -3.673193414498581669e-03
-9.975630174019867180e-01, 2.118686056391057976e-02, -4.267597758498204927e-03
-9.980241823673337009e-01, 2.195062867305003912e-02, -4.971421704563491924e-03
-9.991593699554959240e-01, 2.170864992076350711e-02, -5.171235401933781985e-03
-1.000717278039199076e+00, 2.169519195272336803e-02, -5.956977072546993171e-03
-9.998980464106715926e-01, 2.232681795919257833e-02, -5.582397100741007777e-03
-1.000042399914452984e+00, 2.245991214583635195e-02, -5.520742182129013617e-03
-9.997538382152864056e-01, 2.259931280868259298e-02, -5.995901482224220286e-03
-9.995458889654490475e-01, 2.346717114092482931e-02, -4.769934796257370782e-03
-9.995248345711928994e-01, 2.271256674607409487e-02, -5.538804862410053563e-03
-9.995411426329184890e-01, 2.210161383063182980e-02, -4.800842197209328338e-03
-9.992116543450780819e-01, 2.150825304356051432e-02, -4.644949410586995606e-03
-9.998824771372982756e-01, 2.260737514452269489e-02, -3.738779791632396154e-03
-1.000265089544991381e+00, 2.319627791501681011e-02, -3.257055754240646087e-03
-9.998420606069966521e-01, 2.506137519663923646e-02, -2.963420716340849949e-03
-9.995787080162464866e-01, 2.593934930163291006e-02, -2.793893907326947933e-03
-9.997693602428490145e-01, 2.666645784477544162e-02, -1.764568471672219724e-03
-9.999791537680668974e-01, 2.742883205851993217e-02, -1.332340435991218389e-03
-9.999864327454782709e-01, 2.778634911250321346e-02, -1.388600809320031382e-03
-1.001149819981472566e+00, 2.822084090034202714e-02, 4.633456875616443274e-05
-1.000440471310491297e+00, 2.889499746227937316e-02, -1.254477658125110334e-03
-1.000359247164471554e+00, 2.956751134900632849e-02, -8.137379568229374284e-04
-1.000790537531759172e+00, 2.873629572773680335e-02, -1.756137929255168536e-03
-1.001287494231507536e+00, 2.935557897576968750e-02, -1.567405158439980116e-03
-1.001558902390501382e+00, 2.916033212229246843e-02, -1.682564685461148020e-03
-1.003300613389428442e+00, 2.878296665275237656e-02, -2.833395218282864711e-03
-1.002678762416233438e+00, 2.932954152454326710e-02, -2.406849246516865916e-03
-1.003359826041372971e+00, 2.948655570309013929e-02, -3.063046548281341593e-03
-1.003515121724723569e+00, 3.030975598266913429e-02, -3.507252240700187845e-03
-1.003805015472529760e+00, 3.000800712071858070e-02, -4.081195334486922670e-03
-1.003150534240811798e+00, 3.034208600275663595e-02, -3.942829697122195165e-03
-1.003702015606473097e+00, 3.059523718500495315e-02, -4.621865782207180279e-03
-1.003450554578697806e+00, 3.035093236226380983e-02, -3.730678310493138437e-03
-1.004178423015390731e+00, 3.186482661594382260e-02, -4.003237264123264694e-03
-1.004483960481974414e+00, 3.207083719722469972e-02, -3.802244614417953777e-03
-1.004160818144399947e+00, 3.250883887338372469e-02, -4.150276868749848587e-03
-1.002933431124006125e+00, 3.189075333221524922e-02, -4.150187207024024286e-03
-1.002941390140392963e+00, 3.174926867244399348e-02, -4.278844481077110837e-03
-1.002848907755196084e+00, 3.211097745457796443e-02, -3.727553566194381079e-03
-1.002031280761726872e+00, 3.172628896246930397e-02, -4.084625175728845252e-03
-1.002424777079225393e+00, 3.295855892464102932e-02, -4.606875687447814678e-03
-1.002481168223990471e+00, 3.446284934836960773e-02, -3.603275247388642959e-03
-1.002653144557272391e+00, 3.460582223239531963e-02, -4.568612284738047050e-03
-1.003393162737794997e+00, 3.465313928432964263e-02, -3.271098399652699017e-03
-1.004370227897680934e+00, 3.376157130911983800e-02, -4.112742356011940374e-03
-1.004476394752797264e+00, 3.464882360265247180e-02, -4.760778812807970467e-03
-1.004478871284642638e+00, 3.537095585188306662e-02, -3.893967175379098745e-03
-1.004059867895766178e+00, 3.539993783408128952e-02, -3.492457087861709688e-03
-1.003645160587393725e+00, 3.559079525995355320e-02, -2.232905577253669217e-03
-1.004106069712075389e+00, 3.572458050277087238e-02, -2.674437483229841553e-03
-1.004555896578852803e+00, 3.578241611925511712e-02, -2.727663698171497141e-03
-1.004162737669890282e+00, 3.698289493532232186e-02, -2.576404794376670367e-03
-1.003075163778009982e+00, 3.728652831016791847e-02, -3.130327256911162072e-03
-1.002699027621934746e+00, 3.717390938600666217e-02, -2.102953169815864349e-03
-1.003010650136147541e+00, 3.740345647223038833e-02, -1.764349608004116797e-03
-1.003317342314679728e+00, 3.791778869381001726e-02, -1.866406840350131636e-03
-1.003783399804842880e+00, 3.867917250258166156e-02, -2.461447507401781469e-03
-1.002977986167239211e+00, 3.876567667592380195e-02, -3.024115417475754884e-03
-1.002782128068761436e+00, 3.936504360612906595e-02, -2.909359540386182233e-03
-1.002322059688865785e+00, 3.921345111670847261e-02, -2.494302837293343924e-03
-1.002089187323742081e+00, 3.869963928697876115e-02, -3.076377157212381065e-03
-1.002356619240442726e+00, 3.845956160971730070e-02, -2.574367635391413243e-03
